ville;mediane_niveau_de_vie_2019;part_menages_fiscaux_imposés_2019
Ayron;19530;
Basses;19410;
Beaumont Saint-Cyr;21230;52
Bellefonds;21580;
Berrie;19240;
Berthegon;16320;
Béruges;22910;
Béthines;17910;
Beuxes;19220;
Biard;22830;
Bignoux;23040;
Blanzay;18220;
Bonnes;22210;
Bonneuil-Matours;21430;50
Bouresse;18590;
Bourg-Archambault;19230;
Bournand;18520;
Brigueil-le-Chantre;17210;
Brion;19010;
Brux;18000;
La Bussière;18260;
Buxerolles;21940;57
Buxeuil;20070;
Ceaux-en-Loudun;19320;
Celle-Lévescault;20900;
Cenon-sur-Vienne;21610;
Cernay;19710;
Chabournay;21340;
Chalais;20520;
Chalandray;19430;
Champagné-le-Sec;18670;
Champagné-Saint-Hilaire;18490;
Champigny en Rochereau;21070;
Champniers;19810;
La Chapelle-Bâton;16570;
La Chapelle-Moulière;22080;
Chapelle-Viviers;17910;
Charroux;17720;
Chasseneuil-du-Poitou;21020;50
Chatain;15450;
Château-Garnier;18630;
Château-Larcher;20680;
Châtellerault;18800;44
Chaunay;18060;
La Chaussée;18720;
Chauvigny;20460;45
Chenevelles;19110;
Cherves;18250;
Chiré-en-Montreuil;20430;
Chouppes;18570;
Cissé;23390;63
Civaux;19390;
Civray;18090;38
La Roche-Rigault;19240;
Cloué;20560;
Colombiers;21590;
Valence-en-Poitou;19170;39
Coulombiers;20200;
Coulonges;17680;
Coussay;19060;
Coussay-les-Bois;19690;
Craon;17100;
Croutelle;23880;
Cuhon;18850;
Curçay-sur-Dive;17710;
Curzay-sur-Vonne;18350;
Dangé-Saint-Romain;19900;44
Dercé;17880;
Dienné;21560;
Dissay;21230;53
Doussay;19730;
La Ferrière-Airoux;18990;
Fleix;20050;
Fleuré;20090;
Fontaine-le-Comte;23980;64
Frozes;21810;
Gençay;19690;
Genouillé;18290;
Gizay;20510;
Glénouze;18150;
Gouex;19820;
La Grimaudière;18900;
Guesnes;17980;
Haims;20130;
Ingrandes;20650;
L'Isle-Jourdain;18440;
Iteuil;22210;55
Jardres;21960;
Jaunay-Marigny;21520;52
Jazeneuil;21210;
Jouhet;18550;
Journet;18920;
Joussé;19010;
Lathus-Saint-Rémy;18260;
Latillé;19460;
Lauthiers;;
Boivre-la-Vallée;19500;39
Lavoux;22920;
Leigné-les-Bois;19630;
Leignes-sur-Fontaine;17830;
Leigné-sur-Usseau;21150;
Lencloître;18530;37
Lésigny;21130;
Leugny;20570;
Lhommaizé;20430;
Liglet;17510;
Ligugé;23740;62
Linazay;17140;
Liniers;23000;
Lizant;19070;
Loudun;18690;39
Luchapt;16280;
Lusignan;19550;43
Lussac-les-Châteaux;19620;42
Magné;21490;
Maillé;18650;
Mairé;20700;
Maisonneuve;20820;
Marçay;21130;
Marigny-Chemereau;20010;
Marnay;19770;
Martaizé;18880;
Massognes;20400;
Maulay;17170;
Mauprévoir;19230;
Mazerolles;19900;
Mazeuil;19850;
Messemé;20120;
Mignaloux-Beauvoir;25800;67
Migné-Auxances;22800;59
Millac;19170;
Mirebeau;18090;38
Moncontour;18840;
Mondion;21360;
Montamisé;25170;69
Monthoiron;20020;
Montmorillon;19820;45
Monts-sur-Guesnes;16880;
Morton;17730;
Moulismes;18360;
Moussac;18790;
Mouterre-sur-Blourde;;
Mouterre-Silly;19340;
Naintré;21120;53
Nalliers;18350;
Nérignac;18860;
Neuville-de-Poitou;21240;49
Nieuil-l'Espoir;22110;54
Nouaillé-Maupertuis;24860;68
Nueil-sous-Faye;19760;
Orches;19630;
Les Ormes;20320;
Ouzilly;19190;
Oyré;21570;
Paizay-le-Sec;18860;
Payroux;17500;
Persac;18110;
Pindray;19670;
Plaisance;19120;
Pleumartin;18720;
Poitiers;18540;44
Port-de-Piles;19310;
Pouançay;18880;
Pouant;18400;
Pouillé;21970;
Pressac;17810;
Prinçay;18470;
La Puye;18670;
Queaux;18310;
Quinçay;23840;66
Ranton;19960;
Raslay;18940;
La Roche-Posay;20200;
Roches-Prémarie-Andillé;22190;56
Roiffé;18370;
Romagne;16680;
Rouillé;20050;41
Saint-Benoît;23900;61
Saint-Christophe;17800;
Saint-Clair;16940;
Saint-Gaudent;19080;
Saint-Genest-d'Ambière;20270;
Saint-Georges-lès-Baillargeaux;22650;58
Saint-Germain;18410;
Saint-Gervais-les-Trois-Clochers;20180;
Saint-Jean-de-Sauves;17920;
Saint-Julien-l'Ars;22920;58
Saint-Laon;20560;
Saint-Laurent-de-Jourdes;19180;
Saint-Léger-de-Montbrillais;18260;
Saint-Léomer;16510;
Saint-Macoux;19930;
Valdivienne;21320;47
Saint-Martin-l'Ars;18230;
Saint-Maurice-la-Clouère;20600;
Saint-Pierre-de-Maillé;18690;
Saint-Pierre-d'Exideuil;19960;
Sainte-Radégonde;19040;
Saint-Rémy-sur-Creuse;19780;
Saint-Romain;17240;
Saint-Sauvant;19160;
Senillé-Saint-Sauveur;21440;
Saint-Savin;18590;
Saint-Saviol;19300;
Saint-Secondin;17600;
Saires;17260;
Saix;18920;
Sammarçolles;18910;
Sanxay;19000;
Saulgé;19920;
Savigné;18520;
Savigny-Lévescault;24300;
Savigny-sous-Faye;18620;
Scorbé-Clairvaux;20450;48
Sérigny;18230;
Sèvres-Anxaumont;24740;69
Sillars;19780;
Smarves;23350;60
Sommières-du-Clain;18040;
Sossais;20310;
Surin;18330;
Tercé;22160;
Ternay;17130;
Thollet;16060;
Thurageau;19910;
Thuré;21730;56
La Trimouille;18430;
Les Trois-Moutiers;18670;
Usseau;20990;
Usson-du-Poitou;17750;
Vaux-sur-Vienne;20800;
Vellèches;19510;
Saint-Martin-la-Pallu;20950;49
Vernon;20620;
Verrières;21230;
Verrue;18440;
Vézières;18760;
Vicq-sur-Gartempe;18480;
Le Vigeant;18120;
La Villedieu-du-Clain;21080;
Villemort;;
Villiers;20990;
Vivonne;20420;44
Vouillé;20900;51
Voulême;19590;
Voulon;20400;
Vouneuil-sous-Biard;23100;62
Vouneuil-sur-Vienne;21080;48
Vouzailles;20030;
Yversay;21780;
Aixe-sur-Vienne;21440;52
Ambazac;21180;48
Arnac-la-Poste;18600;
Augne;;
Aureil;23620;
Azat-le-Ris;17580;
Balledent;17020;
La Bazeuge;17460;
Beaumont-du-Lac;17900;
Bellac;18410;38
Berneuil;17130;
Bersac-sur-Rivalier;19960;
Bessines-sur-Gartempe;19930;40
Beynac;21850;
Les Billanges;18340;
Blanzac;20350;
Blond;18020;
Boisseuil;24710;68
Bonnac-la-Côte;22380;
Bosmie-l'Aiguille;22820;63
Breuilaufa;20010;
Le Buis;22510;
Bujaleuf;18390;
Burgnac;22870;
Bussière-Galant;19090;
Val-d'Oire-et-Gartempe;16250;
Les Cars;19720;
Chaillac-sur-Vienne;21520;
Le Chalard;19040;
Châlus;19490;
Chamboret;19130;
Champagnac-la-Rivière;19310;
Champnétery;19410;
Champsac;18820;
La Chapelle-Montbrandeix;18160;
Chaptelat;22580;62
Château-Chervix;20420;
Châteauneuf-la-Forêt;19180;
Châteauponsac;19100;37
Le Châtenet-en-Dognon;18940;
Cheissoux;17390;
Chéronnac;17400;
Cieux;19670;
Cognac-la-Forêt;20150;
Compreignac;21130;
Condat-sur-Vienne;22930;62
Coussac-Bonneval;18730;
Couzeix;23150;61
La Croisille-sur-Briance;19020;
La Croix-sur-Gartempe;18670;
Cromac;16780;
Cussac;17930;
Dinsac;19190;
Dompierre-les-Églises;18060;
Domps;17610;
Le Dorat;18240;
Dournazac;17280;
Droux;19010;
Eybouleuf;21220;
Eyjeaux;22580;
Eymoutiers;19030;
Feytiat;23330;61
Flavignac;19540;
Folles;17720;
Fromental;19370;
Gajoubert;14550;
La Geneytouse;22700;
Glandon;20180;
Glanges;19190;
Gorre;19080;
Les Grands-Chézeaux;20020;
Isle;23550;60
Jabreilles-les-Bordes;20140;
Janailhac;20680;
Javerdat;20450;
La Jonchère-Saint-Maurice;19530;
Jouac;17570;
Jourgnac;22860;
Ladignac-le-Long;18080;
Laurière;18270;
Lavignac;21040;
Limoges;19130;47
Linards;19350;
Lussac-les-Églises;17210;
Magnac-Bourg;19810;
Magnac-Laval;19430;
Mailhac-sur-Benaize;17840;
Maisonnais-sur-Tardoire;16940;
Marval;17070;
Masléon;19530;
Meilhac;22390;
Meuzac;19810;
La Meyze;19340;
Val d'Issoire;17180;
Moissannes;19570;
Montrol-Sénard;19360;
Mortemart;17690;
Nantiat;19940;
Nedde;17970;
Neuvic-Entier;18420;
Nexon;20750;48
Nieul;22490;
Nouic;18160;
Oradour-Saint-Genest;17570;
Oradour-sur-Glane;20450;48
Oradour-sur-Vayres;19430;
Pageas;18650;
Le Palais-sur-Vienne;21350;53
Panazol;23000;59
Pensol;16340;
Peyrat-de-Bellac;19950;
Peyrat-le-Château;18630;
Peyrilhac;20470;
Pierre-Buffière;20810;
La Porcherie;17840;
Rancon;16100;
Razès;20600;
Rempnat;18030;
Rilhac-Lastours;19960;
Rilhac-Rancon;22830;61
Rochechouart;20230;47
La Roche-l'Abeille;19410;
Saint-Pardoux-le-Lac;19600;
Royères;21370;
Roziers-Saint-Georges;18170;
Saillat-sur-Vienne;18910;
Saint-Amand-le-Petit;14890;
Saint-Amand-Magnazeix;18230;
Sainte-Anne-Saint-Priest;17910;
Saint-Auvent;19160;
Saint-Bazile;18450;
Saint-Bonnet-Briance;19640;
Saint-Bonnet-de-Bellac;17210;
Saint-Brice-sur-Vienne;21090;
Saint-Cyr;20000;
Saint-Denis-des-Murs;20590;
Saint-Gence;22600;59
Saint-Genest-sur-Roselle;20700;
Saint-Georges-les-Landes;18540;
Saint-Germain-les-Belles;19400;
Saint-Gilles-les-Forêts;;
Saint-Hilaire-Bonneval;22370;
Saint-Hilaire-la-Treille;17100;
Saint-Hilaire-les-Places;20250;
Saint-Jean-Ligoure;19840;
Saint-Jouvent;21840;
Saint-Julien-le-Petit;16960;
Saint-Junien;20330;45
Saint-Junien-les-Combes;20880;
Saint-Just-le-Martel;22960;62
Saint-Laurent-les-Églises;20710;
Saint-Laurent-sur-Gorre;19680;
Saint-Léger-la-Montagne;19740;
Saint-Léger-Magnazeix;17040;
Saint-Léonard-de-Noblat;19720;41
Sainte-Marie-de-Vaux;19540;
Saint-Martial-sur-Isop;14430;
Saint-Martin-de-Jussac;19820;
Saint-Martin-le-Mault;19630;
Saint-Martin-le-Vieux;23100;
Saint-Martin-Terressus;20200;
Saint-Mathieu;17990;
Saint-Maurice-les-Brousses;21540;
Saint-Méard;18530;
Saint-Ouen-sur-Gartempe;18880;
Saint-Paul;21320;
Saint-Priest-Ligoure;21260;
Saint-Priest-sous-Aixe;22210;
Saint-Priest-Taurion;21740;52
Saint-Sornin-la-Marche;17570;
Saint-Sornin-Leulac;18770;
Saint-Sulpice-Laurière;18420;
Saint-Sulpice-les-Feuilles;18470;
Saint-Sylvestre;20930;
Saint-Victurnien;21690;
Saint-Vitte-sur-Briance;17890;
Saint-Yrieix-la-Perche;19940;45
Saint-Yrieix-sous-Aixe;21550;
Les Salles-Lavauguyon;14670;
Sauviat-sur-Vige;18520;
Séreilhac;21030;
Solignac;23340;
Surdoux;;
Sussac;18030;
Tersannes;17210;
Thouron;21220;
Vaulry;18730;
Vayres;17920;
Verneuil-Moustiers;18380;
Verneuil-sur-Vienne;24540;68
Veyrac;22460;58
Vicq-sur-Breuilh;21220;
Videix;17440;
Le Vigen;23210;62
Villefavard;17490;
Les Ableuvenettes;;
Ahéville;;
Aingeville;;
Ainvelle;20860;
Allarmont;19450;
Ambacourt;21660;
Ameuvelle;;
Anglemont;18220;
Anould;19900;45
Aouze;19030;
Arches;20870;
Archettes;21750;
Aroffe;;
Arrentès-de-Corcieux;20850;
Attignéville;20290;
Attigny;19670;
Aulnois;18000;
Autigny-la-Tour;21400;
Autreville;22700;
Autrey;17540;
Auzainvilliers;18870;
Avillers;;
Avrainville;20680;
Avranville;;
Aydoilles;23390;
Badménil-aux-Bois;20930;
La Baffe;23570;
La Vôge-les-Bains;17480;
Bainville-aux-Saules;21250;
Balléville;20470;
Ban-de-Laveline;19400;
Ban-de-Sapt;18460;
Barbey-Seroux;18420;
Barville;;
Basse-sur-le-Rupt;21060;
Battexey;;
Baudricourt;21060;
Bayecourt;19890;
Bazegney;19200;
Bazien;;
Bazoilles-et-Ménil;20760;
Bazoilles-sur-Meuse;20450;
Beaufremont;;
Beauménil;21090;
Begnécourt;20570;
Bellefontaine;20490;
Belmont-lès-Darney;19790;
Belmont-sur-Buttant;19220;
Belmont-sur-Vair;22300;
Belrupt;;
Belval;20490;
Bertrimoutier;22030;
Bettegney-Saint-Brice;18700;
Bettoncourt;;
Le Beulay;19140;
Biécourt;;
Biffontaine;18960;
Blémerey;;
Bleurville;19920;
Blevaincourt;;
Bocquegney;21470;
Bois-de-Champ;18230;
Bonvillet;20540;
Boulaincourt;;
La Bourgonce;20490;
Bouxières-aux-Bois;21210;
Bouxurulles;22240;
Bouzemont;;
Brantigny;22680;
Brechainville;;
La Bresse;20840;49
Brouvelieures;18050;
Brû;20270;
Bruyères;17090;33
Bulgnéville;21270;
Bult;22310;
Bussang;19970;
Celles-sur-Plaine;17980;
Certilleux;21060;
Chamagne;20370;
Champdray;19280;
Champ-le-Duc;20120;
Chantraine;22660;59
La Chapelle-aux-Bois;18640;
La Chapelle-devant-Bruyères;19290;
Charmes;18490;39
Charmois-devant-Bruyères;21620;
Charmois-l'Orgueilleux;19160;
Châtas;;
Châtel-sur-Moselle;19780;
Châtenois;17680;
Châtillon-sur-Saône;18990;
Chauffecourt;;
Chaumousey;22960;
Chavelot;22410;
Chef-Haut;;
Cheniménil;20430;
Chermisey;;
Circourt;;
Circourt-sur-Mouzon;21130;
Claudon;19360;
Ban-sur-Meurthe-Clefcy;19950;
Clérey-la-Côte;;
Le Clerjus;17880;
Cleurie;21860;
Clézentaine;20200;
Coinches;21840;
Combrimont;18260;
Contrexéville;19410;46
Corcieux;18730;
Cornimont;18450;37
Courcelles-sous-Châtenois;;
Coussey;19610;
Crainvilliers;19950;
La Croix-aux-Mines;18500;
Damas-aux-Bois;19770;
Damas-et-Bettegney;21180;
Damblain;18470;
Darney;18240;
Darney-aux-Chênes;;
Darnieulles;20160;
Deinvillers;;
Denipaire;21720;
Derbamont;19670;
Destord;19450;
Deycimont;22320;
Deyvillers;23870;
Dignonville;23130;
Dinozé;22960;
Docelles;18140;
Dogneville;23330;
Dolaincourt;;
Dombasle-devant-Darney;;
Dombasle-en-Xaintois;19580;
Dombrot-le-Sec;21120;
Dombrot-sur-Vair;21400;
Domèvre-sur-Avière;23830;
Domèvre-sur-Durbion;20280;
Domèvre-sous-Montfort;;
Domfaing;19040;
Domjulien;20350;
Dommartin-aux-Bois;21320;
Dommartin-lès-Remiremont;21600;
Dommartin-lès-Vallois;;
Dommartin-sur-Vraine;18660;
Dompaire;20610;
Dompierre;22200;
Domptail;18550;
Domrémy-la-Pucelle;21330;
Domvallier;23270;
Doncières;19790;
Dounoux;21340;
Éloyes;19890;44
Entre-deux-Eaux;20800;
Épinal;18510;44
Escles;19390;
Esley;18270;
Essegney;21900;
Estrennes;;
Étival-Clairefontaine;20370;50
Évaux-et-Ménil;21820;
Faucompierre;21460;
Fauconcourt;20420;
Fays;21020;
Ferdrupt;18960;
Fignévelle;;
Fiménil;19190;
Florémont;22650;
Fomerey;20430;
Fontenay;22410;
Fontenoy-le-Château;16230;
La Forge;20480;
Les Forges;24060;
Fouchécourt;;
Frain;20240;
Fraize;18880;39
Frapelle;18350;
Frebécourt;20080;
Fremifontaine;20150;
Frenelle-la-Grande;22640;
Frenelle-la-Petite;;
Frénois;;
Fresse-sur-Moselle;18500;
Fréville;19400;
Frizon;21060;
Gelvécourt-et-Adompt;19950;
Gemaingoutte;21690;
Gemmelaincourt;19470;
Gendreville;18210;
Gérardmer;20370;48
Gerbamont;20540;
Gerbépal;20770;
Gignéville;;
Gigney;;
Girancourt;21750;
Gircourt-lès-Viéville;21040;
Girecourt-sur-Durbion;21170;
Girmont-Val-d'Ajol;17700;
Gironcourt-sur-Vraine;19810;
Godoncourt;15740;
Golbey;18870;43
Gorhey;19740;
Grand;17050;
La Grande-Fosse;17420;
Grandrupt-de-Bains;;
Grandrupt;;
Grandvillers;19200;
Granges-Aumontzey;18520;36
Greux;19960;
Grignoncourt;;
Gruey-lès-Surance;16460;
Gugnécourt;21960;
Gugney-aux-Aulx;20290;
Hadigny-les-Verrières;21780;
Hadol;21930;53
Hagécourt;19820;
Hagnéville-et-Roncourt;;
Haillainville;18570;
Harchéchamp;;
Hardancourt;;
Haréville;21580;
Harmonville;19640;
Harol;21010;
La Haye;16700;
Hennecourt;21250;
Hennezel;18360;
Hergugney;19480;
Herpelmont;18520;
Houécourt;20510;
Houéville;;
Housseras;20270;
La Houssière;19750;
Hurbache;19090;
Hymont;21330;
Igney;20980;
Isches;21390;
Jainvillotte;;
Jarménil;20090;
Jeanménil;21070;
Jésonville;18120;
Jeuxey;23210;
Jorxey;;
Jubainville;;
Jussarupt;20170;
Juvaincourt;19750;
Lamarche;18260;
Landaville;20000;
Langley;19750;
Laval-sur-Vologne;19080;
Laveline-devant-Bruyères;17820;
Laveline-du-Houx;20290;
Légéville-et-Bonfays;;
Lemmecourt;;
Lépanges-sur-Vologne;18190;
Lerrain;19070;
Lesseux;19780;
Liézey;21010;
Liffol-le-Grand;18100;34
Lignéville;21760;
Lironcourt;;
Longchamp;24670;
Longchamp-sous-Châtenois;;
Lubine;19210;
Lusse;19410;
Luvigny;16860;
Maconcourt;;
Madecourt;;
Madegney;23370;
Madonne-et-Lamerey;21530;
Malaincourt;;
Mandray;20990;
Mandres-sur-Vair;21120;
Marainville-sur-Madon;;
Marey;;
Maroncourt;;
Martigny-les-Bains;19720;
Martigny-les-Gerbonvaux;;
Martinvelle;19080;
Mattaincourt;20580;
Maxey-sur-Meuse;21060;
Mazeley;21500;
Mazirot;22600;
Médonville;;
Méménil;19930;
Ménarmont;;
Ménil-en-Xaintois;20590;
Ménil-de-Senones;20930;
Ménil-sur-Belvitte;19740;
Le Ménil;20030;
Midrevaux;17710;
Mirecourt;18380;41
Moncel-sur-Vair;19150;
Le Mont;;
Mont-lès-Lamarche;;
Mont-lès-Neufchâteau;20540;
Monthureux-le-Sec;19430;
Monthureux-sur-Saône;18170;
Montmotier;;
Morelmaison;20070;
Moriville;18730;
Morizécourt;20020;
Mortagne;20950;
Morville;;
Moussey;17910;
Moyemont;18840;
Moyenmoutier;18430;38
Nayemont-les-Fosses;24210;
Neufchâteau;18680;39
La Neuveville-devant-Lépanges;20270;
La Neuveville-sous-Châtenois;20300;
La Neuveville-sous-Montfort;21730;
Neuvillers-sur-Fave;21590;
Nomexy;18130;34
Nompatelize;22550;
Nonville;17120;
Nonzeville;;
Norroy;23010;
Nossoncourt;17790;
Oëlleville;18960;
Offroicourt;20840;
Ollainville;;
Ortoncourt;;
Padoux;20130;
Pair-et-Grandrupt;21730;
Pallegney;21830;
Parey-sous-Montfort;21150;
Pargny-sous-Mureau;20510;
La Petite-Fosse;;
La Petite-Raon;17450;
Pierrefitte;20930;
Pierrepont-sur-l'Arentèle;19090;
Plainfaing;18260;
Pleuvezain;;
Plombières-les-Bains;18450;
Pompierre;20650;
Pont-lès-Bonfays;19120;
Pont-sur-Madon;21300;
Portieux;19270;
Les Poulières;18680;
Poussay;21800;
Pouxeux;19980;
Prey;22160;
Provenchères-lès-Darney;20580;
Provenchères-et-Colroy;18900;
Le Puid;;
Punerot;18140;
Puzieux;21970;
Racécourt;20690;
Rainville;19480;
Rambervillers;16750;33
Ramecourt;21160;
Ramonchamp;19300;
Rancourt;;
Raon-aux-Bois;21910;
Raon-l'Étape;17790;35
Raon-sur-Plaine;19080;
Rapey;;
Raves;20820;
Rebeuville;22620;
Regnévelle;19140;
Regney;;
Rehaincourt;20670;
Rehaupal;19660;
Relanges;20050;
Remicourt;;
Remiremont;18220;40
Remoncourt;21140;
Remomeix;20050;
Removille;18140;
Renauvoid;23700;
Repel;;
Robécourt;18610;
Rochesson;20590;
Rollainville;22900;
Romain-aux-Bois;;
Romont;18890;
Les Rouges-Eaux;;
Le Roulier;21630;
Rouvres-en-Xaintois;20270;
Rouvres-la-Chétive;20230;
Roville-aux-Chênes;20720;
Rozerotte;20290;
Rozières-sur-Mouzon;;
Rugney;18820;
Ruppes;21940;
Rupt-sur-Moselle;19380;39
Saint-Amé;20320;47
Sainte-Barbe;19690;
Saint-Baslemont;;
Saint-Benoît-la-Chipotte;19620;
Saint-Dié-des-Vosges;17230;37
Saint-Étienne-lès-Remiremont;19900;45
Saint-Genest;;
Saint-Gorgon;18980;
Sainte-Hélène;19330;
Saint-Jean-d'Ormont;20440;
Saint-Julien;;
Saint-Léonard;20070;
Sainte-Marguerite;20920;51
Saint-Maurice-sur-Mortagne;20340;
Saint-Maurice-sur-Moselle;19030;
Saint-Menge;19720;
Saint-Michel-sur-Meurthe;21280;
Saint-Nabord;21210;51
Saint-Ouen-lès-Parey;19730;
Saint-Paul;14510;
Saint-Pierremont;22460;
Saint-Prancher;;
Saint-Remimont;22750;
Saint-Remy;21030;
Saint-Stail;;
Saint-Vallier;19530;
La Salle;20790;
Sanchey;23850;
Sandaucourt;18560;
Sans-Vallois;21630;
Sapois;19090;
Sartes;;
Le Saulcy;20430;
Saulcy-sur-Meurthe;19880;47
Saulxures-lès-Bulgnéville;21010;
Saulxures-sur-Moselotte;18830;38
Sauville;19120;
Savigny;21730;
Senaide;18180;
Senones;16710;30
Senonges;17190;
Seraumont;;
Sercœur;19860;
Serécourt;21130;
Serocourt;;
Sionne;19560;
Socourt;20480;
Soncourt;;
Soulosse-sous-Saint-Élophe;19840;
Suriauville;18950;
Le Syndicat;20720;
Taintrux;22000;
Tendon;20960;
Capavenir Vosges;19570;44
They-sous-Montfort;23870;
Thiéfosse;19680;
Le Thillot;17620;36
Thiraucourt;21860;
Le Tholy;21020;
Les Thons;19220;
Thuillières;23420;
Tignécourt;17200;
Tilleux;;
Tollaincourt;18190;
Totainville;21250;
Trampot;20710;
Tranqueville-Graux;;
Trémonzey;17610;
Ubexy;20010;
Uriménil;20550;
Urville;;
Uxegney;22490;55
Uzemain;20800;
La Vacheresse-et-la-Rouillie;23150;
Vagney;20310;45
Le Val-d'Ajol;18680;36
Valfroicourt;19810;
Valleroy-aux-Saules;20120;
Valleroy-le-Sec;21710;
Les Vallois;18580;
Le Valtin;;
Varmonzey;;
Vaubexy;17590;
Vaudéville;22990;
Vaudoncourt;22240;
Vaxoncourt;20250;
Vecoux;22250;
Velotte-et-Tatignécourt;21090;
Ventron;21020;
Le Vermont;;
Vervezelle;23300;
Vexaincourt;18500;
Vicherey;16150;
Vienville;19840;
Vieux-Moulin;19220;
Villers;24120;
Ville-sur-Illon;19940;
Villoncourt;20270;
Villotte;19300;
Villouxel;;
Viménil;22280;
Vincey;18770;39
Viocourt;19790;
Vioménil;15220;
Vittel;22400;57
Viviers-le-Gras;19800;
Viviers-lès-Offroicourt;;
La Voivre;21420;
Les Voivres;17300;
Vomécourt;19710;
Vomécourt-sur-Madon;;
Vouxey;19990;
Vrécourt;19870;
Vroville;20670;
Wisembach;20060;
Xaffévillers;16990;
Xamontarupt;22230;
Xaronval;20030;
Xertigny;18890;37
Xonrupt-Longemer;21390;
Zincourt;;
Aigremont;;
Montholon;21140;52
Aisy-sur-Armançon;19840;
Ancy-le-Franc;19110;
Ancy-le-Libre;22310;
Andryes;19700;
Angely;21700;
Annay-la-Côte;22240;
Annay-sur-Serein;20880;
Annéot;22690;
Annoux;;
Appoigny;21840;59
Arces-Dilo;20130;
Arcy-sur-Cure;20120;
Argentenay;;
Argenteuil-sur-Armançon;19690;
Armeau;20680;
Arthonnay;18890;
Asnières-sous-Bois;18150;
Asquins;19820;
Athie;19760;
Augy;21420;
Auxerre;18720;47
Avallon;17930;41
Bagneaux;20610;
Baon;;
Bassou;21310;
Bazarnes;21560;
Beaumont;20360;
Beauvilliers;;
Beauvoir;20640;
Beine;23750;
Bellechaume;21430;
La Belliole;22860;
Béon;21370;
Bernouil;21610;
Béru;;
Bessy-sur-Cure;22330;
Beugnon;20280;
Bierry-les-Belles-Fontaines;19390;
Blacy;21190;
Blannay;20840;
Bleigny-le-Carreau;21300;
Bléneau;18960;
Bœurs-en-Othe;19380;
Bois-d'Arcy;;
Bonnard;20680;
Les Bordes;21560;
Branches;21250;
Brannay;19580;
Brienon-sur-Armançon;17940;40
Brion;22240;
Brosses;20930;
Bussières;19170;
Bussy-en-Othe;21470;
Bussy-le-Repos;20570;
Butteaux;21670;
Carisey;20510;
La Celle-Saint-Cyr;20970;
Censy;;
Cérilly;;
Cerisiers;20740;
Cézy;20880;
Chablis;22380;56
Chailley;19590;
Chamoux;18270;
Champcevrais;19670;
Champignelles;18280;
Champigny;21340;55
Champlay;21080;
Champlost;21340;
Champs-sur-Yonne;22130;
Chamvres;22320;
La Chapelle-sur-Oreuse;23450;
La Chapelle-Vaupelteigne;;
Charbuy;24450;
Charentenay;19550;
Charmoy;20770;
Charny Orée de Puisaye;20090;48
Chassignelles;19070;
Chassy;22510;
Chastellux-sur-Cure;19930;
Châtel-Censoir;18940;
Châtel-Gérard;21190;
Chaumont;21460;
Chaumot;20980;
Chemilly-sur-Serein;25460;
Chemilly-sur-Yonne;20930;
