ville;mediane_niveau_de_vie_2019;part_menages_fiscaux_imposés_2019
Villers-Tournelle;23320;
Villers-sur-Authie;19350;
Ville-sur-Ancre;21170;
Vironchaux;18650;
Vismes;20180;
Vitz-sur-Authie;17720;
Voyennes;19510;
Vraignes-en-Vermandois;22090;
Vraignes-lès-Hornoy;;
Vrély;21400;
Vron;19090;
Wargnies;;
Warloy-Baillon;19880;
Warlus;18650;
Warsy;19840;
Warvillers;20190;
Wiencourt-l'Équipée;20840;
Wiry-au-Mont;16680;
Woignarue;19530;
Woincourt;18340;
Woirel;;
Y;;
Yaucourt-Bussus;20520;
Yvrench;17160;
Yvrencheux;19460;
Yzengremer;20250;
Yzeux;26400;
Yonval;24220;
Aguts;23500;
Aiguefonde;19400;41
Alban;18140;
Albi;19910;46
Albine;19210;
Algans;24100;
Alos;;
Almayrac;19880;
Amarens;;
Ambialet;18280;
Ambres;21510;
Andillac;19160;
Andouque;17570;
Anglès;17750;
Appelle;;
Arfons;15830;
Arifat;18070;
Arthès;21370;53
Assac;16670;
Aussac;22100;
Aussillon;17390;33
Bannières;28050;
Barre;17950;
Beauvais-sur-Tescou;19220;
Belcastel;24790;
Bellegarde-Marsal;20800;
Belleserre;19910;
Berlats;15650;
Bernac;19150;
Bertre;21040;
Le Bez;20390;
Blan;19770;
Blaye-les-Mines;17690;32
Boissezon;17370;
Bournazel;21180;
Bout-du-Pont-de-Larn;20930;
Brassac;19790;
Brens;21400;52
Briatexte;18840;
Brousse;19010;
Broze;22790;
Burlats;20930;48
Busque;21310;
Cabanès;19440;
Les Cabannes;16630;
Cadalen;21780;
Cadix;15710;
Cagnac-les-Mines;19420;39
Cahuzac;18410;
Cambon-lès-Lavaur;23070;
Cahuzac-sur-Vère;18790;
Cambon;23200;59
Cambounès;18010;
Cambounet-sur-le-Sor;21040;
Les Cammazes;19510;
Campagnac;18750;
Carbes;21920;
Carlus;22560;
Carmaux;17930;34
Castanet;22940;
Fontrieu;17940;
Castelnau-de-Lévis;22240;
Castelnau-de-Montmiral;18780;
Castres;19210;43
Caucalières;20490;
Cestayrols;21370;
Combefa;22400;
Cordes-sur-Ciel;17640;
Coufouleux;21560;50
Courris;;
Crespin;20760;
Crespinet;20450;
Cunac;22930;
Cuq;19850;
Cuq-Toulza;20890;
Curvalle;17170;
Damiatte;19700;
Dénat;20660;
Donnazac;;
Dourgne;19400;
Le Dourn;17130;
Durfort;17470;
Escoussens;19820;
Escroux;;
Espérausses;17060;
Fayssac;20380;
Fauch;20680;
Faussergues;17740;
Fénols;21680;
Fiac;21620;
Florentin;22060;
Fraissines;;
Frausseilles;;
Le Fraysse;19570;
Fréjairolles;22980;
Fréjeville;21900;
Gaillac;18740;40
Garrevaques;22200;
Le Garric;19920;
Garrigues;28060;
Gijounet;18570;
Giroussens;23030;
Graulhet;16920;31
Grazac;22910;
Itzac;21400;
Jonquières;20320;
Jouqueviel;;
Labarthe-Bleys;;
Labastide-de-Lévis;22270;
Labastide-Gabausse;20620;
Labastide-Rouairoux;16840;
Labastide-Saint-Georges;21640;
Labessière-Candeil;20610;
Laboulbène;23510;
Laboutarie;19210;
Labruguière;19600;40
Lacabarède;16220;
Lacapelle-Pinet;;
Lacapelle-Ségalar;17670;
Lacaune;19390;44
Lacaze;15830;
Lacougotte-Cadoul;21560;
Lacroisille;20860;
Lacrouzette;19960;
Lagardiolle;19180;
Lagarrigue;21230;
Lagrave;22060;53
Guitalens-L'Albarède;19650;
Lamillarié;22190;
Lamontélarié;;
Laparrouquial;;
Larroque;20330;
Lasfaillades;;
Lasgraisses;18940;
Lautrec;20190;
Lavaur;20750;47
Lédas-et-Penthiès;17590;
Lempaut;19800;
Lescout;19930;
Lescure-d'Albigeois;21140;50
Lisle-sur-Tarn;19670;42
Livers-Cazelles;18890;
Lombers;19920;
Loubers;;
Loupiac;21630;
Lugan;26140;
Magrin;21630;
Mailhoc;21960;
Marnaves;;
Marssac-sur-Tarn;21480;51
Marzens;22440;
Le Masnau-Massuguiès;15610;
Massac-Séran;25650;
Massaguel;18540;
Massals;20620;
Maurens-Scopont;20790;
Mazamet;17940;36
Mézens;22260;
Milhars;19320;
Milhavet;;
Miolles;;
Mirandol-Bourgnounac;19010;
Missècle;;
Monestiés;20240;
Montans;21610;
Montauriol;;
Montcabrier;24560;
Montdragon;19760;
Montdurausse;18480;
Montels;;
Montfa;21720;
Montgaillard;18210;
Montgey;21710;
Montirat;18290;
Montpinier;22350;
Montredon-Labessonnié;17890;34
Mont-Roc;17650;
Montrosier;;
Montvalen;22250;
Moularès;18710;
Moulayrès;21390;
Moulin-Mage;20550;
Mouzens;23880;
Mouzieys-Teulet;20340;
Mouzieys-Panens;16960;
Murat-sur-Vèbre;17650;
Nages;20520;
Navès;23460;
Noailhac;20100;
Noailles;18480;
Orban;22680;
Padiès;14920;
Palleville;19730;
Pampelonne;19050;
Parisot;21890;
Paulinet;17890;
Payrin-Augmontel;21050;49
Péchaudier;21300;
Penne;17800;
Peyregoux;;
Peyrole;22040;
Pont-de-Larn;20930;48
Poudis;19990;
Poulan-Pouzols;21270;
Prades;21580;
Pratviel;;
Puéchoursi;20760;
Puybegon;21400;
Puycalvel;19750;
Puycelsi;18180;
Puygouzon;24810;64
Puylaurens;19530;40
Rabastens;21160;47
Rayssac;15760;
Réalmont;19080;36
Le Rialet;;
Le Riols;16010;
Rivières;20710;
Roquecourbe;19120;36
Roquemaure;22340;
Roquevidal;23430;
Rosières;20660;
Rouairoux;18630;
Rouffiac;22840;
Terre-de-Bancalié;19720;
Roussayrolles;;
Saint-Affrique-les-Montagnes;20260;
Saint-Agnan;23610;
Saint-Amancet;19660;
Saint-Amans-Soult;19090;
Saint-Amans-Valtoret;19600;
Saint-André;15870;
Saint-Avit;19450;
Saint-Beauzile;16740;
Saint-Benoît-de-Carmaux;17630;29
Saint-Christophe;17620;
Sainte-Cécile-du-Cayrou;16770;
Saint-Cirgue;17770;
Saint-Gauzens;20750;
Sainte-Gemme;19890;
Saint-Genest-de-Contest;20840;
Saint-Germain-des-Prés;20510;
Saint-Germier;23540;
Saint-Grégoire;19910;
Saint-Jean-de-Marcel;19420;
Saint-Jean-de-Rives;25060;
Saint-Jean-de-Vals;;
Saint-Juéry;19390;41
Saint-Julien-du-Puy;19300;
Saint-Julien-Gaulène;18840;
Saint-Lieux-lès-Lavaur;22600;
Saint-Marcel-Campes;19350;
Saint-Martin-Laguépie;16740;
Saint-Michel-Labadié;;
Saint-Michel-de-Vax;;
Saint-Paul-Cap-de-Joux;19530;
Saint-Pierre-de-Trivisy;17970;
Saint-Salvi-de-Carcavès;;
Saint-Salvy-de-la-Balme;19460;
Saint-Sernin-lès-Lavaur;19950;
Saint-Sulpice-la-Pointe;22440;54
Saint-Urcisse;18020;
Saïx;21450;50
Saliès;22510;
Salles;20030;
Salvagnac;18550;
Saussenac;20620;
Sauveterre;19010;
La Sauzière-Saint-Jean;17740;
Le Ségur;19040;
Sémalens;20580;46
Senaux;;
Senouillac;20320;
Le Sequestre;21000;
Sérénac;18550;
Serviès;19630;
Sieurac;20630;
Sorèze;19220;43
Soual;19680;39
Souel;20890;
Taïx;21040;
Tanus;18780;
Tauriac;20390;
Técou;22360;
Teillet;16920;
Terssac;23910;
Teulat;24630;
Teyssode;20920;
Tonnac;;
Tréban;;
Trébas;17890;
Trévien;18270;
Vabre;17290;
Valderiès;20120;
Valdurenque;20060;
Valence-d'Albigeois;19400;
Vaour;14020;
Veilhes;22720;
Vénès;19180;
Verdalle;20160;
Le Verdier;18430;
Viane;17900;
Vielmur-sur-Agout;20990;
Vieux;17660;
Villefranche-d'Albigeois;19080;
Villeneuve-lès-Lavaur;19260;
Villeneuve-sur-Vère;20870;
Vindrac-Alayrac;20900;
Le Vintrou;;
Virac;21270;
Viterbe;21220;
Viviers-lès-Lavaur;23190;
Viviers-lès-Montagnes;21770;53
Sainte-Croix;22710;
Albefeuille-Lagarde;19290;
Albias;19380;41
Angeville;18890;
Asques;17740;
Aucamville;21710;
Auterive;;
Auty;20710;
Auvillar;20190;
Balignac;;
Bardigues;18780;
Barry-d'Islemade;20160;
Les Barthes;18260;
Beaumont-de-Lomagne;18710;38
Beaupuy;20100;
Belbèze-en-Lomagne;20950;
Belvèze;19900;
Bessens;22880;
Bioule;20650;
Boudou;19670;
Bouillac;20080;
Bouloc-en-Quercy;18180;
Bourg-de-Visa;15350;
Bourret;20100;
Brassac;17990;
Bressols;21360;52
Bruniquel;19480;
Campsas;21160;
Canals;21750;
Castanet;19430;
Castelferrus;19330;
Castelmayran;18370;
Castelsagrat;16330;
Castelsarrasin;18240;37
Castéra-Bouzet;16310;
Caumont;19110;
Le Causé;16760;
Caussade;17820;37
Caylus;18830;
Cayrac;20060;
Cayriech;19030;
Cazals;16940;
Cazes-Mondenard;16830;
Comberouger;19760;
Corbarieu;21530;
Cordes-Tolosannes;20220;
Coutures;;
Cumont;;
Dieupentale;21820;
Donzac;19760;
Dunes;19630;
Durfort-Lacapelette;19930;
Escatalens;20290;
Escazeaux;19610;
Espalais;18660;
Esparsac;19130;
Espinas;15820;
Fabas;22130;
Fajolles;18530;
Faudoas;20990;
Fauroux;16760;
Féneyrols;16800;
Finhan;19820;
Garganvillar;18630;
Gariès;21260;
Gasques;22650;
Génébrières;20680;
Gensac;;
Gimat;19370;
Ginals;17860;
Glatens;;
Goas;;
Golfech;19510;
Goudourville;20560;
Gramont;22120;
Grisolles;21730;49
L'Honor-de-Cos;20260;
Labarthe;16250;
Labastide-de-Penne;16980;
Labastide-Saint-Pierre;19630;43
Labastide-du-Temple;19020;
Labourgade;18600;
Lacapelle-Livron;19060;
Lachapelle;18460;
Lacour;16430;
Lacourt-Saint-Pierre;20830;
Lafitte;19270;
Lafrançaise;19980;44
Laguépie;18390;
Lamagistère;17550;
Lamothe-Capdeville;20920;
Lamothe-Cumont;18220;
Lapenche;17810;
Larrazet;19080;
Lauzerte;18120;
Lavaurette;18370;
La Ville-Dieu-du-Temple;18740;38
Lavit;19210;
Léojac;23300;
Lizac;18780;
Loze;16020;
Malause;18340;
Mansonville;17280;
Marignac;21260;
Marsac;19920;
Mas-Grenier;20300;
Maubec;19310;
Maumusson;;
Meauzac;19660;
Merles;19530;
Mirabel;19760;
Miramont-de-Quercy;17040;
Moissac;17430;37
Molières;17750;
Monbéqui;21910;
Monclar-de-Quercy;18960;
Montagudet;17670;
Montaigu-de-Quercy;17400;
Montaïn;;
Montalzat;19820;
Montastruc;22260;
Montauban;19640;46
Montbarla;18250;
Montbartier;20210;
Montbeton;21140;52
Montech;20270;46
Monteils;20560;
Montesquieu;18440;
Montfermier;20340;
Montgaillard;18770;
Montjoi;18150;
Montpezat-de-Quercy;20040;
Montricoux;19950;
Mouillac;;
Nègrepelisse;19020;40
Nohic;20850;
Orgueil;20120;
Parisot;18490;
Perville;19490;
Le Pin;20860;
Piquecos;21200;
Pommevic;17160;
Pompignan;23000;
Poupas;;
Puycornet;19730;
Puygaillard-de-Quercy;18910;
Puygaillard-de-Lomagne;;
Puylagarde;18120;
Puylaroque;18340;
Réalville;19650;
Reyniès;21820;
Roquecor;19380;
Saint-Aignan;19750;
Saint-Amans-du-Pech;19040;
Saint-Amans-de-Pellagal;19360;
Saint-Antonin-Noble-Val;16980;
Saint-Arroumex;19170;
Saint-Beauzeil;19830;
Saint-Cirice;18910;
Saint-Cirq;21230;
Saint-Clair;19720;
Saint-Étienne-de-Tulmont;21030;51
Saint-Georges;19380;
Saint-Jean-du-Bouzet;;
Sainte-Juliette;19200;
Saint-Loup;20440;
Saint-Michel;18510;
Saint-Nauphary;22730;
Saint-Nazaire-de-Valentane;18260;
Saint-Nicolas-de-la-Grave;19770;41
Saint-Paul-d'Espis;18510;
Saint-Porquier;19420;
Saint-Projet;18190;
Saint-Sardos;19100;
Saint-Vincent-d'Autéjac;19530;
Saint-Vincent-Lespinasse;20890;
La Salvetat-Belmontet;22000;
Sauveterre;17190;
Savenès;22450;
Septfonds;18650;39
Sérignac;20080;
Sistels;19100;
Touffailles;17570;
Tréjouls;16520;
Vaïssac;19430;
Valeilles;18220;
Valence;18240;38
Varen;17540;
Varennes;20940;
Vazerac;18050;
Verdun-sur-Garonne;20860;45
Verfeil;16560;
Verlhac-Tescou;20830;
Vigueron;19650;
Villebrumier;21050;
Villemade;20900;
Les Adrets-de-l'Estérel;25850;63
Aiguines;15990;
Ampus;19790;
Les Arcs;20360;48
Artignosc-sur-Verdon;19230;
Artigues;22880;
Aups;19150;41
Bagnols-en-Forêt;22750;56
Bandol;24120;60
Bargème;14410;
Bargemon;18150;
Barjols;18140;39
La Bastide;18580;
Baudinard-sur-Verdon;19720;
Bauduen;18360;
Le Beausset;23110;56
Belgentier;22800;54
Besse-sur-Issole;21160;49
Bormes-les-Mimosas;22090;56
Le Bourguet;;
Bras;20410;45
Brenon;;
Brignoles;18250;40
Brue-Auriac;22360;
Cabasse;19890;
La Cadière-d'Azur;27080;65
Callas;20150;
Callian;22940;57
Camps-la-Source;21580;
Le Cannet-des-Maures;21190;51
Carcès;19580;44
Carnoules;20520;45
Carqueiranne;25010;63
Le Castellet;22560;55
Cavalaire-sur-Mer;21630;58
La Celle;21650;
Châteaudouble;19990;
Châteauvert;20800;
Châteauvieux;;
Claviers;18600;
Cogolin;19630;51
Collobrières;19970;
Comps-sur-Artuby;19220;
Correns;17950;
Cotignac;20560;48
La Crau;22670;57
La Croix-Valmer;21520;57
Cuers;21680;52
Draguignan;19780;48
Entrecasteaux;19310;
Esparron;19200;
Évenos;23950;59
La Farlède;22780;59
Fayence;21260;52
Figanières;21910;51
Flassans-sur-Issole;20370;49
Flayosc;22490;55
Forcalqueiret;21420;50
Fox-Amphoux;17630;
Fréjus;20230;51
La Garde;21450;52
La Garde-Freinet;18530;
Garéoult;23250;57
Gassin;23410;60
Ginasservis;20330;
Gonfaron;19260;43
Grimaud;22480;60
Hyères;20840;53
Le Lavandou;19950;51
La Londe-les-Maures;21980;55
Lorgues;20770;50
Le Luc;18980;42
La Martre;18910;
Les Mayons;20120;
Mazaugues;19510;
Méounes-lès-Montrieux;21940;53
Moissac-Bellevue;20160;
La Môle;22050;
Mons;20450;
Montauroux;23420;58
Montferrat;17920;
Montfort-sur-Argens;19730;
Montmeyan;17820;
La Motte;21690;54
Le Muy;18960;44
Nans-les-Pins;23810;57
Néoules;22020;54
Ollières;21880;
Ollioules;22500;55
Pierrefeu-du-Var;23310;57
Pignans;19690;44
Plan-d'Aups-Sainte-Baume;22470;54
Le Plan-de-la-Tour;21650;53
Pontevès;19970;
Pourcieux;22010;
Pourrières;24850;61
Le Pradet;23480;62
Puget-sur-Argens;21170;54
Puget-Ville;20860;49
Ramatuelle;23440;
Régusse;19690;46
Le Revest-les-Eaux;25480;68
Rians;21240;49
Riboux;;
Rocbaron;22370;53
Roquebrune-sur-Argens;22450;59
La Roquebrussanne;20520;46
La Roque-Esclapon;20990;
Rougiers;21190;
Sainte-Anastasie-sur-Issole;21470;
Saint-Cyr-sur-Mer;24140;60
Saint-Julien;20230;47
Saint-Martin-de-Pallières;20480;
Sainte-Maxime;21150;57
Saint-Maximin-la-Sainte-Baume;22100;52
Saint-Paul-en-Forêt;22110;
Saint-Raphaël;23120;59
Saint-Tropez;24070;64
Saint-Zacharie;23220;57
Salernes;19190;43
Les Salles-sur-Verdon;19200;
Sanary-sur-Mer;23860;60
Seillans;19750;50
Seillons-Source-d'Argens;21810;52
La Seyne-sur-Mer;19300;46
Signes;21190;50
Sillans-la-Cascade;19070;
Six-Fours-les-Plages;22620;57
Solliès-Pont;21180;51
Solliès-Toucas;23520;59
Solliès-Ville;23870;65
Tanneron;22370;
Taradeau;22210;
Tavernes;19030;
Le Thoronet;21020;52
Toulon;19300;47
Tourrettes;20890;50
Tourtour;20540;
Tourves;20410;46
Trans-en-Provence;22490;56
Trigance;13640;
Le Val;21200;49
La Valette-du-Var;21980;55
Varages;17630;
La Verdière;20210;
Vérignon;;
Vidauban;19700;43
Villecroze;20090;
Vinon-sur-Verdon;21640;53
Vins-sur-Caramy;19190;
Rayol-Canadel-sur-Mer;24960;
Saint-Mandrier-sur-Mer;21810;53
Saint-Antonin-du-Var;19510;
Althen-des-Paluds;22050;52
Ansouis;22880;
Apt;17140;37
Aubignan;20440;48
Aurel;20030;
Auribeau;;
Avignon;16280;38
Le Barroux;21630;
La Bastide-des-Jourdans;20860;
La Bastidonne;22990;
Le Beaucet;22350;
Beaumes-de-Venise;20500;50
Beaumettes;21580;
Beaumont-de-Pertuis;21200;
Beaumont-du-Ventoux;18220;
Bédarrides;20840;49
Bédoin;20530;49
Blauvac;19340;
Bollène;18060;41
Bonnieux;20640;
Brantes;;
Buisson;19130;
Buoux;;
Cabrières-d'Aigues;21470;
Cabrières-d'Avignon;22750;
Cadenet;20900;47
Caderousse;21500;51
Cairanne;21350;
Camaret-sur-Aigues;21080;51
Caromb;20030;47
Carpentras;16920;37
Caseneuve;22670;
Castellet-en-Luberon;17570;
Caumont-sur-Durance;21960;56
Cavaillon;17060;37
Châteauneuf-de-Gadagne;24560;62
Châteauneuf-du-Pape;22000;55
Cheval-Blanc;22600;56
Courthézon;19740;45
Crestet;19780;
Crillon-le-Brave;24030;
Cucuron;20160;
Entraigues-sur-la-Sorgue;20890;49
Entrechaux;19170;
Faucon;19970;
Flassan;19640;
Gargas;20340;51
Gignac;;
Gigondas;24630;
Gordes;23220;
Goult;20990;
Grambois;21920;
Grillon;20320;
L'Isle-sur-la-Sorgue;20420;50
Jonquerettes;25120;
Jonquières;19790;44
Joucas;20140;
Lacoste;19830;
Lafare;22340;
Lagarde-d'Apt;;
Lagarde-Paréol;24210;
Lagnes;22790;
Lamotte-du-Rhône;21090;
Lapalud;19070;45
Lauris;21680;50
Lioux;19420;
Loriol-du-Comtat;22320;57
Lourmarin;23050;
Malaucène;18920;43
Malemort-du-Comtat;20360;
Maubec;22570;
Mazan;21130;51
Ménerbes;22600;
Mérindol;21330;50
Méthamis;19170;
Mirabeau;23410;
Modène;20290;
Mondragon;19780;46
Monieux;20220;
Monteux;19260;44
Morières-lès-Avignon;21880;56
Mormoiron;18460;
Mornas;20740;51
La Motte-d'Aigues;22090;
Murs;19670;
Oppède;20700;
Orange;18430;42
Pernes-les-Fontaines;22210;53
Pertuis;21010;50
Peypin-d'Aigues;21830;
Piolenc;21000;51
Le Pontet;18210;42
Puget;24800;
Puyméras;20390;
Puyvert;21460;
Rasteau;21470;
Richerenches;21180;
Roaix;18620;
Robion;21760;51
La Roque-Alric;;
La Roque-sur-Pernes;23760;
Roussillon;22190;
Rustrel;20330;
Sablet;20600;
Saignon;21740;
Sainte-Cécile-les-Vignes;20260;47
Saint-Christol;17510;
Saint-Didier;22400;
Saint-Hippolyte-le-Graveyron;25220;
Saint-Léger-du-Ventoux;;
Saint-Marcellin-lès-Vaison;23410;
Saint-Martin-de-Castillon;20000;
Saint-Martin-de-la-Brasque;21690;
Saint-Pantaléon;20530;
Saint-Pierre-de-Vassols;22100;
Saint-Romain-en-Viennois;21330;
Saint-Roman-de-Malegarde;18960;
Saint-Saturnin-lès-Apt;22420;58
Saint-Saturnin-lès-Avignon;23240;60
Saint-Trinit;20150;
Sannes;21260;
Sarrians;19770;45
Sault;18850;
Saumane-de-Vaucluse;24780;
Savoillan;;
Séguret;21030;
Sérignan-du-Comtat;22330;57
Sivergues;;
Sorgues;18400;41
Suzette;18840;
Taillades;23530;
Le Thor;21390;52
La Tour-d'Aigues;22640;53
Travaillan;20780;
Uchaux;25330;
Vacqueyras;21130;
Vaison-la-Romaine;19090;46
Valréas;17490;39
Fontaine-de-Vaucluse;18650;
Vaugines;20590;
Vedène;21180;53
Velleron;21670;52
Venasque;22250;
Viens;19460;
Villars;20010;
Villedieu;21490;
Villelaure;22890;57
Villes-sur-Auzon;18680;
Violès;20440;
Visan;20140;
Vitrolles-en-Lubéron;24840;
L'Aiguillon-sur-Mer;20260;45
L'Aiguillon-sur-Vie;20210;47
Aizenay;20870;47
Angles;21050;52
Antigny;19720;
Apremont;19410;
Aubigny-Les Clouzeaux;21610;54
Auchay-sur-Vendée;20340;
Avrillé;20310;
Barbâtre;21340;
La Barre-de-Monts;20150;47
Bazoges-en-Paillers;20860;
Bazoges-en-Pareds;19050;
Beaufou;21120;
Beaulieu-sous-la-Roche;20780;45
Beaurepaire;20800;47
Beauvoir-sur-Mer;19880;43
Bellevigny;21490;52
Benet;21530;51
La Bernardière;21280;
Le Bernard;20680;
Bessay;19950;
Bois-de-Céné;19820;42
La Boissière-de-Montaigu;20070;48
La Boissière-des-Landes;20470;
Bouillé-Courdault;20210;
Bouin;19740;45
Le Boupère;19730;44
Bourneau;18690;
Bournezeau;20530;42
Bretignolles-sur-Mer;22440;57
La Bretonnière-la-Claye;19320;
Breuil-Barret;18960;
Les Brouzils;21240;47
La Bruffière;20560;46
La Caillère-Saint-Hilaire;18970;
Cezais;18410;
Chaillé-les-Marais;19000;
La Chaize-Giraud;20790;
La Chaize-le-Vicomte;21410;50
Challans;20660;49
Champagné-les-Marais;19040;
Le Champ-Saint-Père;19240;
Chantonnay;19770;41
La Chapelle-aux-Lys;19940;
La Chapelle-Hermier;18970;
La Chapelle-Palluau;20050;
La Chapelle-Thémer;19490;
Chasnais;21450;
La Châtaigneraie;18780;36
Château-Guibert;20680;
Châteauneuf;19930;
Chauché;20940;46
Chavagnes-en-Paillers;20400;44
Chavagnes-les-Redoux;18920;
Cheffois;20120;
Coëx;19800;43
Commequiers;20260;44
La Copechagnière;20540;
Corpe;19670;
La Couture;20350;
Cugand;21880;55
Curzon;17070;
Damvix;18670;
Doix lès Fontaines;19590;
Dompierre-sur-Yon;22400;57
Les Epesses;20550;45
L'Épine;19880;
Essarts en Bocage;20920;47
Falleron;19730;
Faymoreau;16910;
Le Fenouiller;22480;56
La Ferrière;21420;51
Sèvremont;19920;40
Fontenay-le-Comte;19340;42
Fougeré;20650;
Foussais-Payré;18720;
Froidfond;19450;
La Garnache;20370;47
La Gaubretière;20780;45
La Genétouze;21680;54
Le Girouard;20310;
Givrand;22150;56
Le Givre;20740;
Grand'Landes;18400;
Grosbreuil;19580;45
Grues;20260;
Le Gué-de-Velluire;18420;
La Guérinière;20740;
L'Herbergement;21800;49
Les Herbiers;20830;50
L'Hermenault;18130;
L'Île-d'Elle;18560;
L'Île-d'Olonne;21100;54
L'Île-d'Yeu;21090;55
Jard-sur-Mer;23700;61
La Jaudonnière;19890;
La Jonchère;19190;
Lairoux;19610;
Landeronde;21890;53
Les Landes-Genusson;20570;46
Landevieille;20160;
Le Langon;19480;
Liez;19050;
Loge-Fougereuse;18950;
Longèves;21270;
Longeville-sur-Mer;21620;53
Luçon;19710;43
Les Lucs-sur-Boulogne;20520;46
Maché;20040;
Les Magnils-Reigniers;20000;
Maillé;19070;
Maillezais;19990;
Mallièvre;21710;
Mareuil-sur-Lay-Dissais;20190;42
Marillet;18440;
Marsais-Sainte-Radégonde;20850;
Martinet;19580;
Le Mazeau;19700;
La Meilleraie-Tillay;20580;
Menomblet;18350;
La Merlatière;20100;
Mervent;19180;
Mesnard-la-Barotière;20620;
Monsireigne;19920;
Montaigu-Vendée;21850;52
Montournais;19880;
Montreuil;19880;
Moreilles;18460;
Mortagne-sur-Sèvre;21150;51
Les Achards;20500;44
Mouchamps;20280;43
Mouilleron-Saint-Germain;19400;
Mouilleron-le-Captif;23650;63
Moutiers-les-Mauxfaits;20480;43
Moutiers-sur-le-Lay;19810;
Mouzeuil-Saint-Martin;19100;
Nalliers;19280;40
Nesmy;21120;48
Nieul-le-Dolent;20190;43
Rives-d'Autise;20360;44
Noirmoutier-en-l'Île;21550;54
Notre-Dame-de-Monts;20880;53
L'Orbrie;21670;
Palluau;18980;
Péault;19830;
Le Perrier;19860;46
Petosse;19140;
Les Pineaux;20150;
Pissotte;22680;
Les Velluire-sur-Vendée;18380;
Le Poiré-sur-Vie;21680;52
Poiroux;19660;
Pouillé;20210;
Pouzauges;20370;46
Puy-de-Serre;18900;
Puyravault;19970;
La Rabatelière;20970;
Réaumur;19780;
La Réorthe;19880;
Notre-Dame-de-Riez;21070;49
Rocheservière;20250;42
La Roche-sur-Yon;20510;48
Rochetrejoux;20570;
Rosnay;20050;
Les Sables-d'Olonne;22480;55
Saint-André-Goule-d'Oie;20700;
Montréverd;20760;46
Saint-Aubin-des-Ormeaux;21090;
Saint-Aubin-la-Plaine;18340;
Saint-Avaugourd-des-Landes;20150;
Saint-Benoist-sur-Mer;20740;
Sainte-Cécile;19320;
Saint-Christophe-du-Ligneron;19600;38
Saint-Cyr-des-Gâts;17540;
Saint-Cyr-en-Talmondais;18350;
Saint-Denis-du-Payré;19630;
Saint-Denis-la-Chevasse;20580;40
Saint-Étienne-de-Brillouet;19540;
Saint-Étienne-du-Bois;19290;36
Sainte-Flaive-des-Loups;20780;49
Rives de l'Yon;21040;47
Sainte-Foy;21400;53
Saint-Fulgent;20350;45
Sainte-Gemme-la-Plaine;20610;50
Saint-Georges-de-Pointindoux;20650;
Saint-Germain-de-Prinçay;20590;
Saint-Gervais;19730;44
Saint-Gilles-Croix-de-Vie;22180;55
Sainte-Hermine;19510;40
Saint-Hilaire-de-Riez;22130;57
Saint-Hilaire-des-Loges;18820;
Saint-Hilaire-de-Voust;18510;
Saint-Hilaire-la-Forêt;20530;
Saint-Hilaire-le-Vouhis;19030;
Saint-Jean-de-Beugné;20380;
Saint-Jean-de-Monts;20770;52
Saint-Juire-Champgillon;19170;
Saint-Julien-des-Landes;20270;
Saint-Laurent-de-la-Salle;18470;
Saint-Laurent-sur-Sèvre;21280;49
Saint-Maixent-sur-Vie;20220;
Saint-Malô-du-Bois;21250;
Saint-Mars-la-Réorthe;20560;
Brem-sur-Mer;21390;53
Saint-Martin-de-Fraigneau;20480;
Saint-Martin-des-Fontaines;18270;
Saint-Martin-des-Noyers;20840;46
Saint-Martin-des-Tilleuls;20540;
Saint-Martin-Lars-en-Sainte-Hermine;19110;
Saint-Mathurin;20640;51
Saint-Maurice-des-Noues;19180;
Saint-Maurice-le-Girard;19680;
Saint-Mesmin;20280;
Saint-Michel-en-l'Herm;20240;46
Saint-Michel-le-Cloucq;20260;
Saint-Paul-en-Pareds;21690;
Saint-Paul-Mont-Penit;18750;
Sainte-Pexine;20150;
Saint-Philbert-de-Bouaine;19950;43
Saint-Pierre-du-Chemin;18000;
Saint-Pierre-le-Vieux;18940;
Saint-Prouant;20630;
Sainte-Radégonde-des-Noyers;20770;
Saint-Révérend;19270;
Saint-Sigismond;20120;
Saint-Sulpice-en-Pareds;17880;
Saint-Urbain;19800;
Saint-Valérien;19830;
Saint-Vincent-Sterlanges;19870;
Saint-Vincent-sur-Graon;19810;
Saint-Vincent-sur-Jard;23170;
Sallertaine;20430;46
Sérigné;19790;
Sigournais;20480;
Soullans;21420;52
Le Tablier;19670;
La Taillée;19850;
Tallud-Sainte-Gemme;20140;
Talmont-Saint-Hilaire;21840;55
La Tardière;19480;
Thiré;20670;
Thorigny;20090;
Thouarsais-Bouildroux;19320;
Tiffauges;20470;
La Tranche-sur-Mer;22520;56
Treize-Septiers;21090;47
Treize-Vents;20290;
Triaize;19200;
Vairé;19760;
Venansault;22210;54
Vendrennes;20420;
Chanverrie;20970;46
Vix;19400;
Vouillé-les-Marais;18470;
Vouvant;20040;
Xanton-Chassenon;20150;
La Faute-sur-Mer;22030;
Adriers;16710;
Amberre;20160;
Anché;20520;
Angles-sur-l'Anglin;20270;
Angliers;19210;
Antigny;19200;
Antran;22290;
Arçay;18960;
Archigny;18900;
Aslonnes;22020;
Asnières-sur-Blour;17340;
Asnois;17600;
Aulnay;17630;
Availles-en-Châtellerault;22160;
Availles-Limouzine;18660;
Avanton;22560;60
